recipe_id,job_id,job_name,item_id,item_name,recipe_level,apparent_recipe_level,max_durability,max_progress,max_quality,material_factor,base_exp,progress_factor,quality_factor,durability_factor,is_expert,req_craftsmanship,req_control,ing1_id,ing1_name,ing1_amount,ing1_ilvl,ing1_initial_quality,ing1_job_id,ing1_job_name,ing1_recipe_level,ing1_base_exp,ing2_id,ing2_name,ing2_amount,ing2_ilvl,ing2_initial_quality,ing2_job_id,ing2_job_name,ing2_recipe_level,ing2_base_exp,ing3_id,ing3_name,ing3_amount,ing3_ilvl,ing3_initial_quality,ing3_job_id,ing3_job_name,ing3_recipe_level,ing3_base_exp,ing4_id,ing4_name,ing4_amount,ing4_ilvl,ing4_initial_quality,ing4_job_id,ing4_job_name,ing4_recipe_level,ing4_base_exp,ing5_id,ing5_name,ing5_amount,ing5_ilvl,ing5_initial_quality,ing5_job_id,ing5_job_name,ing5_recipe_level,ing5_base_exp,ing6_id,ing6_name,ing6_amount,ing6_ilvl,ing6_initial_quality,ing6_job_id,ing6_job_name,ing6_recipe_level,ing6_base_exp
5089,3,GSM,34741,Star Quartz Choker of Slaying,555,89,80,3400,7100,50,230926,100,100,100,False,0,0,36186,Star Quartz,1,545,888,3,GSM,550,226719,36172,Chondrite Ingot,1,545,888,1,BSM,550,226719,36189,Annite Whetstone,1,539,878,3,GSM,540,202532,36227,Grade 5 Strength Alkahest,1,548,893,6,ALC,525,157261,,,,,,,,,,,,,,,,,,
5090,3,GSM,34742,Star Quartz Choker of Aiming,555,89,80,3400,7100,50,230926,100,100,100,False,0,0,36186,Star Quartz,1,545,888,3,GSM,550,226719,36172,Chondrite Ingot,1,545,888,1,BSM,550,226719,36189,Annite Whetstone,1,539,878,3,GSM,540,202532,36228,Grade 5 Dexterity Alkahest,1,548,893,6,ALC,525,157261,,,,,,,,,,,,,,,,,,
5091,3,GSM,34743,Star Quartz Choker of Healing,555,89,80,3400,7100,50,230926,100,100,100,False,0,0,36186,Star Quartz,1,545,888,3,GSM,550,226719,36172,Chondrite Ingot,1,545,888,1,BSM,550,226719,36189,Annite Whetstone,1,539,878,3,GSM,540,202532,36231,Grade 5 Mind Alkahest,1,548,893,6,ALC,525,157261,,,,,,,,,,,,,,,,,,
5092,3,GSM,34744,Star Quartz Choker of Casting,555,89,80,3400,7100,50,230926,100,100,100,False,0,0,36186,Star Quartz,1,545,888,3,GSM,550,226719,36172,Chondrite Ingot,1,545,888,1,BSM,550,226719,36189,Annite Whetstone,1,539,878,3,GSM,540,202532,36230,Grade 5 Intelligence Alkahest,1,548,893,6,ALC,525,157261,,,,,,,,,,,,,,,,,,
5093,3,GSM,34745,Star Quartz Wristband of Fending,555,89,80,3400,7100,50,230926,100,100,100,False,0,0,36186,Star Quartz,1,545,886,3,GSM,550,226719,36172,Chondrite Ingot,2,545,1772,1,BSM,550,226719,36229,Grade 5 Vitality Alkahest,1,548,891,6,ALC,525,157261,,,,,,,,,,,,,,,,,,,,,,,,,,,
5094,3,GSM,34746,Star Quartz Wristband of Slaying,555,89,80,3400,7100,50,230926,100,100,100,False,0,0,36186,Star Quartz,1,545,886,3,GSM,550,226719,36172,Chondrite Ingot,2,545,1772,1,BSM,550,226719,36227,Grade 5 Strength Alkahest,1,548,891,6,ALC,525,157261,,,,,,,,,,,,,,,,,,,,,,,,,,,
5095,3,GSM,34747,Star Quartz Wristband of Aiming,555,89,80,3400,7100,50,230926,100,100,100,False,0,0,36186,Star Quartz,1,545,886,3,GSM,550,226719,36172,Chondrite Ingot,2,545,1772,1,BSM,550,226719,36228,Grade 5 Dexterity Alkahest,1,548,891,6,ALC,525,157261,,,,,,,,,,,,,,,,,,,,,,,,,,,
5096,3,GSM,34748,Star Quartz Wristband of Healing,555,89,80,3400,7100,50,230926,100,100,100,False,0,0,36186,Star Quartz,1,545,886,3,GSM,550,226719,36172,Chondrite Ingot,2,545,1772,1,BSM,550,226719,36231,Grade 5 Mind Alkahest,1,548,891,6,ALC,525,157261,,,,,,,,,,,,,,,,,,,,,,,,,,,
5097,3,GSM,34749,Star Quartz Wristband of Casting,555,89,80,3400,7100,50,230926,100,100,100,False,0,0,36186,Star Quartz,1,545,886,3,GSM,550,226719,36172,Chondrite Ingot,2,545,1772,1,BSM,550,226719,36230,Grade 5 Intelligence Alkahest,1,548,891,6,ALC,525,157261,,,,,,,,,,,,,,,,,,,,,,,,,,,
5098,3,GSM,34750,Star Quartz Ring of Fending,550,88,80,3300,7000,50,226719,100,100,100,False,0,0,36186,Star Quartz,1,545,1164,3,GSM,550,226719,36172,Chondrite Ingot,1,545,1164,1,BSM,550,226719,36229,Grade 5 Vitality Alkahest,1,548,1170,6,ALC,525,157261,,,,,,,,,,,,,,,,,,,,,,,,,,,
5099,3,GSM,34751,Star Quartz Ring of Slaying,550,88,80,3300,7000,50,226719,100,100,100,False,0,0,36186,Star Quartz,1,545,1164,3,GSM,550,226719,36172,Chondrite Ingot,1,545,1164,1,BSM,550,226719,36227,Grade 5 Strength Alkahest,1,548,1170,6,ALC,525,157261,,,,,,,,,,,,,,,,,,,,,,,,,,,
5100,3,GSM,34752,Star Quartz Ring of Aiming,550,88,80,3300,7000,50,226719,100,100,100,False,0,0,36186,Star Quartz,1,545,1164,3,GSM,550,226719,36172,Chondrite Ingot,1,545,1164,1,BSM,550,226719,36228,Grade 5 Dexterity Alkahest,1,548,1170,6,ALC,525,157261,,,,,,,,,,,,,,,,,,,,,,,,,,,
5101,3,GSM,34753,Star Quartz Ring of Healing,550,88,80,3300,7000,50,226719,100,100,100,False,0,0,36186,Star Quartz,1,545,1164,3,GSM,550,226719,36172,Chondrite Ingot,1,545,1164,1,BSM,550,226719,36231,Grade 5 Mind Alkahest,1,548,1170,6,ALC,525,157261,,,,,,,,,,,,,,,,,,,,,,,,,,,
5102,3,GSM,34754,Star Quartz Ring of Casting,550,88,80,3300,7000,50,226719,100,100,100,False,0,0,36186,Star Quartz,1,545,1164,3,GSM,550,226719,36172,Chondrite Ingot,1,545,1164,1,BSM,550,226719,36230,Grade 5 Intelligence Alkahest,1,548,1170,6,ALC,525,157261,,,,,,,,,,,,,,,,,,,,,,,,,,,
5103,1,BSM,35320,High Durium Saw,517,81,80,2000,5200,50,139553,100,100,100,False,0,0,36168,High Durium Nugget,3,515,1950,1,BSM,517,139553,36196,Horse Chestnut Lumber,1,515,650,0,CRP,517,139553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5104,1,BSM,35321,High Durium Cross-pein Hammer,517,81,80,2000,5200,50,139553,100,100,100,False,0,0,36168,High Durium Nugget,2,515,1300,1,BSM,517,139553,36196,Horse Chestnut Lumber,1,515,650,0,CRP,517,139553,36247,Gaja Leather,1,515,650,4,LTW,517,139553,,,,,,,,,,,,,,,,,,,,,,,,,,,
5105,1,BSM,35322,High Durium Raising Hammer,517,81,80,2000,5200,50,139553,100,100,100,False,0,0,36168,High Durium Nugget,3,515,1950,1,BSM,517,139553,36196,Horse Chestnut Lumber,1,515,650,0,CRP,517,139553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5106,1,BSM,35323,High Durium Lapidary Hammer,517,81,80,2000,5200,50,139553,100,100,100,False,0,0,36168,High Durium Nugget,2,515,1300,1,BSM,517,139553,36182,Ametrine,1,515,650,3,GSM,517,139553,36196,Horse Chestnut Lumber,1,515,650,0,CRP,517,139553,,,,,,,,,,,,,,,,,,,,,,,,,,,
5107,1,BSM,35324,High Durium Creasing Knife,517,81,80,2000,5200,50,139553,100,100,100,False,0,0,36168,High Durium Nugget,2,515,1296,1,BSM,517,139553,36196,Horse Chestnut Lumber,1,515,648,0,CRP,517,139553,36188,Chloroschist Whetstone,1,520,654,3,GSM,517,139553,,,,,,,,,,,,,,,,,,,,,,,,,,,
5108,3,GSM,35325,High Durium Needle,517,81,80,2000,5200,50,139553,100,100,100,False,0,0,36182,Ametrine,1,515,648,3,GSM,517,139553,36168,High Durium Nugget,2,515,1296,1,BSM,517,139553,36188,Chloroschist Whetstone,1,520,654,3,GSM,517,139553,,,,,,,,,,,,,,,,,,,,,,,,,,,
5109,2,ARM,35326,High Durium Alembic,517,81,80,2000,5200,50,139553,100,100,100,False,0,0,36168,High Durium Nugget,3,515,1950,1,BSM,517,139553,36182,Ametrine,1,515,650,3,GSM,517,139553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5110,2,ARM,35327,High Durium Namazu Frypan,517,81,80,2000,5200,50,139553,100,100,100,False,0,0,36168,High Durium Nugget,3,515,1950,1,BSM,517,139553,36196,Horse Chestnut Lumber,1,515,650,0,CRP,517,139553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5111,1,BSM,35328,High Durium Pickaxe,517,81,80,2000,5200,50,139553,100,100,100,False,0,0,36168,High Durium Nugget,2,515,1300,1,BSM,517,139553,36196,Horse Chestnut Lumber,1,515,650,0,CRP,517,139553,36247,Gaja Leather,1,515,650,4,LTW,517,139553,,,,,,,,,,,,,,,,,,,,,,,,,,,
5112,1,BSM,35329,High Durium Hatchet,517,81,80,2000,5200,50,139553,100,100,100,False,0,0,36168,High Durium Nugget,2,515,1300,1,BSM,517,139553,36182,Ametrine,1,515,650,3,GSM,517,139553,36196,Horse Chestnut Lumber,1,515,650,0,CRP,517,139553,,,,,,,,,,,,,,,,,,,,,,,,,,,
5113,0,CRP,35330,Horse Chestnut Fishing Rod,517,81,80,2000,5200,50,139553,100,100,100,False,0,0,36196,Horse Chestnut Lumber,2,515,1300,0,CRP,517,139553,36168,High Durium Nugget,1,515,650,1,BSM,517,139553,36247,Gaja Leather,1,515,650,4,LTW,517,139553,,,,,,,,,,,,,,,,,,,,,,,,,,,
5114,1,BSM,35331,High Durium Claw Hammer,517,81,80,2000,5200,50,139553,100,100,100,False,0,0,36168,High Durium Nugget,2,515,1372,1,BSM,517,139553,36196,Horse Chestnut Lumber,1,515,686,0,CRP,517,139553,27775,Starch Glue,1,406,541,6,ALC,406,83079,,,,,,,,,,,,,,,,,,,,,,,,,,,
5115,1,BSM,35332,High Durium File,517,81,80,2000,5200,50,139553,100,100,100,False,0,0,36168,High Durium Nugget,3,515,1950,1,BSM,517,139553,36208,Dark Hempen Cloth,1,515,650,5,WVR,517,139553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5116,1,BSM,35333,High Durium Pliers,517,81,80,2000,5200,50,139553,100,100,100,False,0,0,36168,High Durium Nugget,3,515,2049,1,BSM,517,139553,27715,Dwarven Mythril Nugget,1,415,550,3,GSM,415,103551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5117,0,CRP,35334,Horse Chestnut Grinding Wheel,517,81,80,2000,5200,50,139553,100,100,100,False,0,0,36196,Horse Chestnut Lumber,2,515,1296,0,CRP,517,139553,36182,Ametrine,1,515,648,3,GSM,517,139553,36188,Chloroschist Whetstone,1,520,654,3,GSM,517,139553,,,,,,,,,,,,,,,,,,,,,,,,,,,
5118,1,BSM,35335,High Durium Awl,517,81,80,2000,5200,50,139553,100,100,100,False,0,0,36168,High Durium Nugget,2,515,1366,1,BSM,517,139553,27714,Dwarven Mythril Ingot,1,415,550,1,BSM,415,103551,36196,Horse Chestnut Lumber,1,515,683,0,CRP,517,139553,,,,,,,,,,,,,,,,,,,,,,,,,,,
5119,0,CRP,35336,Horse Chestnut Spinning Wheel,517,81,80,2000,5200,50,139553,100,100,100,False,0,0,36196,Horse Chestnut Lumber,3,515,1950,0,CRP,517,139553,36168,High Durium Nugget,1,515,650,1,BSM,517,139553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5120,1,BSM,35337,High Durium Mortar,517,81,80,2000,5200,50,139553,100,100,100,False,0,0,36168,High Durium Nugget,3,515,1950,1,BSM,517,139553,36196,Horse Chestnut Lumber,1,515,650,0,CRP,517,139553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5121,1,BSM,35338,High Durium Culinary Knife,517,81,80,2000,5200,50,139553,100,100,100,False,0,0,36168,High Durium Nugget,2,515,1296,1,BSM,517,139553,36196,Horse Chestnut Lumber,1,515,648,0,CRP,517,139553,36188,Chloroschist Whetstone,1,520,654,3,GSM,517,139553,,,,,,,,,,,,,,,,,,,,,,,,,,,
5122,1,BSM,35339,High Durium Sledgehammer,517,81,80,2000,5200,50,139553,100,100,100,False,0,0,36168,High Durium Nugget,2,515,1372,1,BSM,517,139553,36196,Horse Chestnut Lumber,1,515,686,0,CRP,517,139553,27775,Starch Glue,1,406,541,6,ALC,406,83079,,,,,,,,,,,,,,,,,,,,,,,,,,,
5123,1,BSM,35340,High Durium Garden Scythe,517,81,80,2000,5200,50,139553,100,100,100,False,0,0,36168,High Durium Nugget,2,515,1296,1,BSM,517,139553,36196,Horse Chestnut Lumber,1,515,648,0,CRP,517,139553,36188,Chloroschist Whetstone,1,520,654,3,GSM,517,139553,,,,,,,,,,,,,,,,,,,,,,,,,,,
5124,1,BSM,35341,Bismuth Saw,535,85,80,3000,6700,50,182593,100,100,100,False,0,0,36170,Bismuth Ingot,3,533,2512,1,BSM,530,175221,36198,Red Pine Lumber,1,533,837,0,CRP,530,175221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5125,1,BSM,35342,Bismuth Cross-pein Hammer,535,85,80,3000,6700,50,182593,100,100,100,False,0,0,36170,Bismuth Ingot,2,533,1675,1,BSM,530,175221,36198,Red Pine Lumber,1,533,837,0,CRP,530,175221,36249,Saiga Leather,1,533,837,4,LTW,530,175221,,,,,,,,,,,,,,,,,,,,,,,,,,,
5126,1,BSM,35343,Bismuth Raising Hammer,535,85,80,3000,6700,50,182593,100,100,100,False,0,0,36170,Bismuth Ingot,3,533,2512,1,BSM,530,175221,36198,Red Pine Lumber,1,533,837,0,CRP,530,175221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5127,1,BSM,35344,Bismuth Lapidary Hammer,535,85,80,3000,6700,50,182593,100,100,100,False,0,0,36170,Bismuth Ingot,2,533,1675,1,BSM,530,175221,36184,Phrygian Gold Ingot,1,533,837,3,GSM,530,175221,36198,Red Pine Lumber,1,533,837,0,CRP,530,175221,,,,,,,,,,,,,,,,,,,,,,,,,,,
5128,1,BSM,35345,Bismuth Round Knife,535,85,80,3000,6700,50,182593,100,100,100,False,0,0,36170,Bismuth Ingot,2,533,1685,1,BSM,530,175221,36198,Red Pine Lumber,1,533,842,0,CRP,530,175221,36188,Chloroschist Whetstone,1,520,822,3,GSM,517,139553,,,,,,,,,,,,,,,,,,,,,,,,,,,
5129,3,GSM,35346,Phrygian Needle,535,85,80,3000,6700,50,182593,100,100,100,False,0,0,36184,Phrygian Gold Ingot,2,533,1685,3,GSM,530,175221,36170,Bismuth Ingot,1,533,842,1,BSM,530,175221,36188,Chloroschist Whetstone,1,520,822,3,GSM,517,139553,,,,,,,,,,,,,,,,,,,,,,,,,,,
5130,2,ARM,35347,Bismuth Alembic,535,85,80,3000,6700,50,182593,100,100,100,False,0,0,36170,Bismuth Ingot,3,533,2512,1,BSM,530,175221,36184,Phrygian Gold Ingot,1,533,837,3,GSM,530,175221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5131,2,ARM,35348,Bismuth Fat Cat Frypan,535,85,80,3000,6700,50,182593,100,100,100,False,0,0,36170,Bismuth Ingot,3,533,2512,1,BSM,530,175221,36198,Red Pine Lumber,1,533,837,0,CRP,530,175221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5132,1,BSM,35349,Bismuth Pickaxe,535,85,80,3000,6700,50,182593,100,100,100,False,0,0,36170,Bismuth Ingot,2,533,1675,1,BSM,530,175221,36198,Red Pine Lumber,1,533,837,0,CRP,530,175221,36249,Saiga Leather,1,533,837,4,LTW,530,175221,,,,,,,,,,,,,,,,,,,,,,,,,,,
5133,1,BSM,35350,Bismuth Hatchet,535,85,80,3000,6700,50,182593,100,100,100,False,0,0,36170,Bismuth Ingot,2,533,1675,1,BSM,530,175221,36184,Phrygian Gold Ingot,1,533,837,3,GSM,530,175221,36198,Red Pine Lumber,1,533,837,0,CRP,530,175221,,,,,,,,,,,,,,,,,,,,,,,,,,,
5134,0,CRP,35351,Red Pine Fishing Rod,535,85,80,3000,6700,50,182593,100,100,100,False,0,0,36198,Red Pine Lumber,2,533,1675,0,CRP,530,175221,36170,Bismuth Ingot,1,533,837,1,BSM,530,175221,36249,Saiga Leather,1,533,837,4,LTW,530,175221,,,,,,,,,,,,,,,,,,,,,,,,,,,
5135,1,BSM,35352,Bismuth Claw Hammer,535,85,80,3000,6700,50,182593,100,100,100,False,0,0,36170,Bismuth Ingot,2,533,1781,1,BSM,530,175221,36198,Red Pine Lumber,1,533,890,0,CRP,530,175221,27775,Starch Glue,1,406,678,6,ALC,406,83079,,,,,,,,,,,,,,,,,,,,,,,,,,,
5136,1,BSM,35353,Bismuth File,535,85,80,3000,6700,50,182593,100,100,100,False,0,0,36170,Bismuth Ingot,3,533,2512,1,BSM,530,175221,36210,Snow Linen,1,533,837,5,WVR,530,175221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5137,1,BSM,35354,Bismuth Pliers,535,85,80,3000,6700,50,182593,100,100,100,False,0,0,36170,Bismuth Ingot,3,533,2521,1,BSM,530,175221,36183,Pewter Ingot,1,525,828,3,GSM,520,154280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5138,0,CRP,35355,Red Pine Grinding Wheel,535,85,80,3000,6700,50,182593,100,100,100,False,0,0,36198,Red Pine Lumber,2,533,1685,0,CRP,530,175221,36184,Phrygian Gold Ingot,1,533,842,3,GSM,530,175221,36188,Chloroschist Whetstone,1,520,822,3,GSM,517,139553,,,,,,,,,,,,,,,,,,,,,,,,,,,
5139,1,BSM,35356,Bismuth Awl,535,85,80,3000,6700,50,182593,100,100,100,False,0,0,36170,Bismuth Ingot,2,533,1681,1,BSM,530,175221,36169,High Durium Ingot,1,525,828,1,BSM,520,154280,36198,Red Pine Lumber,1,533,840,0,CRP,530,175221,,,,,,,,,,,,,,,,,,,,,,,,,,,
5140,0,CRP,35357,Red Pine Spinning Wheel,535,85,80,3000,6700,50,182593,100,100,100,False,0,0,36198,Red Pine Lumber,3,533,2512,0,CRP,530,175221,36170,Bismuth Ingot,1,533,837,1,BSM,530,175221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5141,1,BSM,35358,Bismuth Mortar,535,85,80,3000,6700,50,182593,100,100,100,False,0,0,36170,Bismuth Ingot,3,533,2512,1,BSM,530,175221,36198,Red Pine Lumber,1,533,837,0,CRP,530,175221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5142,1,BSM,35359,Bismuth Culinary Knife,535,85,80,3000,6700,50,182593,100,100,100,False,0,0,36170,Bismuth Ingot,2,533,1685,1,BSM,530,175221,36198,Red Pine Lumber,1,533,842,0,CRP,530,175221,36188,Chloroschist Whetstone,1,520,822,3,GSM,517,139553,,,,,,,,,,,,,,,,,,,,,,,,,,,
5143,1,BSM,35360,Bismuth Sledgehammer,535,85,80,3000,6700,50,182593,100,100,100,False,0,0,36170,Bismuth Ingot,2,533,1781,1,BSM,530,175221,36198,Red Pine Lumber,1,533,890,0,CRP,530,175221,27775,Starch Glue,1,406,678,6,ALC,406,83079,,,,,,,,,,,,,,,,,,,,,,,,,,,
5144,1,BSM,35361,Bismuth Garden Scythe,535,85,80,3000,6700,50,182593,100,100,100,False,0,0,36170,Bismuth Ingot,2,533,1685,1,BSM,530,175221,36198,Red Pine Lumber,1,533,842,0,CRP,530,175221,36188,Chloroschist Whetstone,1,520,822,3,GSM,517,139553,,,,,,,,,,,,,,,,,,,,,,,,,,,
5145,1,BSM,35362,Manganese Saw,545,87,80,3200,6900,50,208955,100,100,100,False,0,0,36171,Manganese Ingot,3,539,2587,1,BSM,540,202532,36199,Ironwood Lumber,1,539,862,0,CRP,540,202532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5146,1,BSM,35363,Manganese Cross-pein Hammer,545,87,80,3200,6900,50,208955,100,100,100,False,0,0,36171,Manganese Ingot,2,539,1725,1,BSM,540,202532,36199,Ironwood Lumber,1,539,862,0,CRP,540,202532,36250,Kumbhira Leather,1,539,862,4,LTW,540,202532,,,,,,,,,,,,,,,,,,,,,,,,,,,
5147,1,BSM,35364,Manganese Raising Hammer,545,87,80,3200,6900,50,208955,100,100,100,False,0,0,36171,Manganese Ingot,3,539,2587,1,BSM,540,202532,36199,Ironwood Lumber,1,539,862,0,CRP,540,202532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5148,1,BSM,35365,Manganese Lapidary Hammer,545,87,80,3200,6900,50,208955,100,100,100,False,0,0,36171,Manganese Ingot,2,539,1725,1,BSM,540,202532,36185,Blue Zircon,1,539,862,3,GSM,540,202532,36199,Ironwood Lumber,1,539,862,0,CRP,540,202532,,,,,,,,,,,,,,,,,,,,,,,,,,,
5149,1,BSM,35366,Manganese Round Knife,545,87,80,3200,6900,50,208955,100,100,100,False,0,0,36171,Manganese Ingot,2,539,1725,1,BSM,540,202532,36199,Ironwood Lumber,1,539,862,0,CRP,540,202532,36189,Annite Whetstone,1,539,862,3,GSM,540,202532,,,,,,,,,,,,,,,,,,,,,,,,,,,
5150,3,GSM,35367,Manganese Needle,545,87,80,3200,6900,50,208955,100,100,100,False,0,0,36185,Blue Zircon,1,539,862,3,GSM,540,202532,36171,Manganese Ingot,2,539,1725,1,BSM,540,202532,36189,Annite Whetstone,1,539,862,3,GSM,540,202532,,,,,,,,,,,,,,,,,,,,,,,,,,,
5151,2,ARM,35368,Manganese Alembic,545,87,80,3200,6900,50,208955,100,100,100,False,0,0,36171,Manganese Ingot,3,539,2587,1,BSM,540,202532,36185,Blue Zircon,1,539,862,3,GSM,540,202532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5152,2,ARM,35369,Manganese Chocobo Frypan,545,87,80,3200,6900,50,208955,100,100,100,False,0,0,36171,Manganese Ingot,3,539,2587,1,BSM,540,202532,36199,Ironwood Lumber,1,539,862,0,CRP,540,202532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5153,1,BSM,35370,Manganese Pickaxe,545,87,80,3200,6900,50,208955,100,100,100,False,0,0,36171,Manganese Ingot,2,539,1725,1,BSM,540,202532,36199,Ironwood Lumber,1,539,862,0,CRP,540,202532,36250,Kumbhira Leather,1,539,862,4,LTW,540,202532,,,,,,,,,,,,,,,,,,,,,,,,,,,
5154,1,BSM,35371,Manganese Hatchet,545,87,80,3200,6900,50,208955,100,100,100,False,0,0,36171,Manganese Ingot,2,539,1725,1,BSM,540,202532,36185,Blue Zircon,1,539,862,3,GSM,540,202532,36199,Ironwood Lumber,1,539,862,0,CRP,540,202532,,,,,,,,,,,,,,,,,,,,,,,,,,,
5155,0,CRP,35372,Ironwood Fishing Rod,545,87,80,3200,6900,50,208955,100,100,100,False,0,0,36199,Ironwood Lumber,2,539,1725,0,CRP,540,202532,36171,Manganese Ingot,1,539,862,1,BSM,540,202532,36250,Kumbhira Leather,1,539,862,4,LTW,540,202532,,,,,,,,,,,,,,,,,,,,,,,,,,,
5156,1,BSM,35373,Manganese Claw Hammer,545,87,80,3200,6900,50,208955,100,100,100,False,0,0,36171,Manganese Ingot,2,539,1727,1,BSM,540,202532,36199,Ironwood Lumber,1,539,863,0,CRP,540,202532,36239,Moon Gel,1,536,858,6,ALC,535,182593,,,,,,,,,,,,,,,,,,,,,,,,,,,
5157,1,BSM,35374,Manganese File,545,87,80,3200,6900,50,208955,100,100,100,False,0,0,36171,Manganese Ingot,3,539,2587,1,BSM,540,202532,36211,Scarlet Moko Cloth,1,539,862,5,WVR,540,202532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5158,1,BSM,35375,Manganese Pliers,545,87,80,3200,6900,50,208955,100,100,100,False,0,0,36171,Manganese Ingot,3,539,2594,1,BSM,540,202532,36184,Phrygian Gold Ingot,1,533,855,3,GSM,530,175221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5159,0,CRP,35376,Ironwood Grinding Wheel,545,87,80,3200,6900,50,208955,100,100,100,False,0,0,36199,Ironwood Lumber,2,539,1725,0,CRP,540,202532,36185,Blue Zircon,1,539,862,3,GSM,540,202532,36189,Annite Whetstone,1,539,862,3,GSM,540,202532,,,,,,,,,,,,,,,,,,,,,,,,,,,
5160,1,BSM,35377,Manganese Awl,545,87,80,3200,6900,50,208955,100,100,100,False,0,0,36171,Manganese Ingot,2,539,1729,1,BSM,540,202532,36170,Bismuth Ingot,1,533,855,1,BSM,530,175221,36199,Ironwood Lumber,1,539,864,0,CRP,540,202532,,,,,,,,,,,,,,,,,,,,,,,,,,,
5161,0,CRP,35378,Ironwood Spinning Wheel,545,87,80,3200,6900,50,208955,100,100,100,False,0,0,36199,Ironwood Lumber,3,539,2587,0,CRP,540,202532,36171,Manganese Ingot,1,539,862,1,BSM,540,202532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5162,1,BSM,35379,Manganese Mortar,545,87,80,3200,6900,50,208955,100,100,100,False,0,0,36171,Manganese Ingot,3,539,2587,1,BSM,540,202532,36199,Ironwood Lumber,1,539,862,0,CRP,540,202532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5163,1,BSM,35380,Manganese Culinary Knife,545,87,80,3200,6900,50,208955,100,100,100,False,0,0,36171,Manganese Ingot,2,539,1725,1,BSM,540,202532,36199,Ironwood Lumber,1,539,862,0,CRP,540,202532,36189,Annite Whetstone,1,539,862,3,GSM,540,202532,,,,,,,,,,,,,,,,,,,,,,,,,,,
5164,1,BSM,35381,Manganese Sledgehammer,545,87,80,3200,6900,50,208955,100,100,100,False,0,0,36171,Manganese Ingot,2,539,1727,1,BSM,540,202532,36199,Ironwood Lumber,1,539,863,0,CRP,540,202532,36239,Moon Gel,1,536,858,6,ALC,535,182593,,,,,,,,,,,,,,,,,,,,,,,,,,,
5165,1,BSM,35382,Manganese Garden Scythe,545,87,80,3200,6900,50,208955,100,100,100,False,0,0,36171,Manganese Ingot,2,539,1725,1,BSM,540,202532,36199,Ironwood Lumber,1,539,862,0,CRP,540,202532,36189,Annite Whetstone,1,539,862,3,GSM,540,202532,,,,,,,,,,,,,,,,,,,,,,,,,,,
5166,1,BSM,35383,Chondrite Saw,560,90,80,3500,7200,50,239004,100,100,100,False,0,0,36172,Chondrite Ingot,3,545,2700,1,BSM,550,226719,36200,Integral Lumber,1,545,900,0,CRP,550,226719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5167,1,BSM,35384,Chondrite Cross-pein Hammer,560,90,80,3500,7200,50,239004,100,100,100,False,0,0,36172,Chondrite Ingot,2,545,1800,1,BSM,550,226719,36200,Integral Lumber,1,545,900,0,CRP,550,226719,36251,Ophiotauros Leather,1,545,900,4,LTW,550,226719,,,,,,,,,,,,,,,,,,,,,,,,,,,
5168,1,BSM,35385,Chondrite Raising Hammer,560,90,80,3500,7200,50,239004,100,100,100,False,0,0,36172,Chondrite Ingot,3,545,2700,1,BSM,550,226719,36200,Integral Lumber,1,545,900,0,CRP,550,226719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5169,1,BSM,35386,Chondrite Lapidary Hammer,560,90,80,3500,7200,50,239004,100,100,100,False,0,0,36172,Chondrite Ingot,2,545,1800,1,BSM,550,226719,36186,Star Quartz,1,545,900,3,GSM,550,226719,36200,Integral Lumber,1,545,900,0,CRP,550,226719,,,,,,,,,,,,,,,,,,,,,,,,,,,
